e_v,start_time,resource,track_id,event_name,finish_time,node1,node2
v,2011-10-1317:12:16.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:14:13.000000000+00:00,43,
v,2011-10-1317:14:13.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:14:15.000000000+00:00,44,
v,2011-10-1317:14:15.000000000+00:00,11122,173718,W_Nabellenincompletedossiers,2011-10-1317:14:26.000000000+00:00,45,
e,,,173718,START__A_SUBMITTED,,1,2
e,,,173718,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173718,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173718,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173718,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173718,W_Completerenaanvraag__A_ACCEPTED,,6,7
e,,,173718,A_ACCEPTED__A_FINALIZED,,7,8
e,,,173718,A_ACCEPTED__O_SELECTED,,7,9
e,,,173718,A_FINALIZED__O_CANCELLED,,8,18
e,,,173718,O_SELECTED__O_CREATED,,9,10
e,,,173718,O_CREATED__O_SENT,,10,11
e,,,173718,O_SENT__W_Nabellenoffertes,,11,12
e,,,173718,W_Nabellenoffertes__W_Completerenaanvraag,,12,13
e,,,173718,W_Completerenaanvraag__W_Nabellenoffertes,,13,14
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,14,15
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,15,16
e,,,173718,W_Nabellenoffertes__O_SELECTED,,16,17
e,,,173718,O_SELECTED__O_CANCELLED,,17,18
e,,,173718,O_CANCELLED__O_CREATED,,18,19
e,,,173718,O_CREATED__O_SENT,,19,20
e,,,173718,O_SENT__W_Nabellenoffertes,,20,21
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,21,22
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,22,23
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,23,24
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,24,25
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,25,26
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,26,27
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,27,28
e,,,173718,W_Nabellenoffertes__W_Nabellenoffertes,,28,29
e,,,173718,W_Nabellenoffertes__O_SENT_BACK,,29,30
e,,,173718,O_SENT_BACK__W_Validerenaanvraag,,30,31
e,,,173718,W_Validerenaanvraag__W_Nabellenoffertes,,31,32
e,,,173718,W_Nabellenoffertes__W_Validerenaanvraag,,32,33
e,,,173718,W_Validerenaanvraag__W_Nabellenincompletedossiers,,33,34
e,,,173718,W_Nabellenincompletedossiers__W_Validerenaanvraag,,34,35
e,,,173718,W_Validerenaanvraag__W_Nabellenincompletedossiers,,35,36
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,36,37
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,37,38
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,38,39
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,39,40
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,40,41
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,41,42
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,42,43
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,43,44
e,,,173718,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,44,45
,,,,,,,
XP,,,,,,,
v,2011-10-0112:36:07.000000000+00:00,No_resource,173730,START,2011-10-0112:36:07.000000000+00:00,1,
v,2011-10-0112:36:07.000000000+00:00,112,173730,A_SUBMITTED,2011-10-0112:36:08.000000000+00:00,2,
v,2011-10-0112:36:08.000000000+00:00,112,173730,A_PARTLYSUBMITTED,2011-10-0112:36:09.000000000+00:00,3,
v,2011-10-0112:36:09.000000000+00:00,112,173730,A_PREACCEPTED,2011-10-0112:36:59.000000000+00:00,4,
v,2011-10-0112:36:59.000000000+00:00,112,173730,W_Completerenaanvraag,2011-10-0112:36:59.000000000+00:00,5,
v,2011-10-0112:36:59.000000000+00:00,10912,173730,W_Completerenaanvraag,2011-10-0113:52:49.000000000+00:00,6,
v,2011-10-0113:52:49.000000000+00:00,10912,173730,W_Completerenaanvraag,2011-10-0113:55:31.000000000+00:00,7,
v,2011-10-0113:55:31.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:14:58.000000000+00:00,8,
v,2011-10-0115:14:58.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:15:12.000000000+00:00,9,
v,2011-10-0115:15:12.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:15:21.000000000+00:00,10,
v,2011-10-0115:15:21.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:31:19.000000000+00:00,11,
v,2011-10-0115:31:19.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:31:39.000000000+00:00,12,
v,2011-10-0115:31:39.000000000+00:00,11203,173730,A_ACCEPTED,2011-10-0115:36:06.000000000+00:00,13,
v,2011-10-0115:36:06.000000000+00:00,11203,173730,O_SELECTED,2011-10-0115:40:08.000000000+00:00,14,
v,2011-10-0115:36:06.000000000+00:00,11203,173730,A_FINALIZED,2011-10-0115:40:08.000000000+00:00,15,
v,2011-10-0115:40:08.000000000+00:00,11203,173730,O_CREATED,2011-10-0115:40:09.000000000+00:00,16,
v,2011-10-0115:40:09.000000000+00:00,11203,173730,O_SENT,2011-10-0115:40:10.000000000+00:00,17,
v,2011-10-0115:40:10.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:40:10.000000000+00:00,18,
v,2011-10-0115:40:10.000000000+00:00,11203,173730,W_Completerenaanvraag,2011-10-0115:40:12.000000000+00:00,19,
v,2011-10-0115:40:12.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:43:00.000000000+00:00,20,
v,2011-10-0115:43:00.000000000+00:00,11203,173730,W_Nabellenoffertes,2011-10-0115:48:39.000000000+00:00,21,
v,2011-10-0115:48:39.000000000+00:00,10913,173730,W_Nabellenoffertes,2011-10-0816:16:59.000000000+00:00,22,
v,2011-10-0816:16:59.000000000+00:00,10913,173730,W_Nabellenoffertes,2011-10-0816:20:20.000000000+00:00,23,
v,2011-10-0816:20:20.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1020:47:16.000000000+00:00,24,
v,2011-10-1020:47:16.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1020:49:26.000000000+00:00,25,
v,2011-10-1020:49:26.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1110:46:18.000000000+00:00,26,
v,2011-10-1110:46:18.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1110:47:04.000000000+00:00,27,
v,2011-10-1110:47:04.000000000+00:00,10863,173730,W_Nabellenoffertes,2011-10-1119:54:03.000000000+00:00,28,
v,2011-10-1119:54:03.000000000+00:00,10863,173730,W_Nabellenoffertes,2011-10-1119:55:07.000000000+00:00,29,
v,2011-10-1119:55:07.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1215:36:27.000000000+00:00,30,
v,2011-10-1215:36:27.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1215:37:20.000000000+00:00,31,
v,2011-10-1215:37:20.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1318:34:47.000000000+00:00,32,
v,2011-10-1318:34:47.000000000+00:00,11180,173730,W_Nabellenoffertes,2011-10-1318:35:43.000000000+00:00,33,
v,2011-10-1318:35:43.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1410:20:21.000000000+00:00,34,
v,2011-10-1410:20:21.000000000+00:00,11029,173730,O_SENT_BACK,2011-10-1410:21:08.000000000+00:00,35,
v,2011-10-1410:21:08.000000000+00:00,No_resource,173730,W_Validerenaanvraag,2011-10-1410:21:08.000000000+00:00,36,
v,2011-10-1410:21:08.000000000+00:00,No_resource,173730,W_Nabellenoffertes,2011-10-1410:21:10.000000000+00:00,37,
v,2011-10-1410:21:10.000000000+00:00,10809,173730,W_Validerenaanvraag,2011-10-1912:25:18.000000000+00:00,38,
v,2011-10-1912:25:18.000000000+00:00,10809,173730,W_Nabellenincompletedossiers,2011-10-1913:20:03.000000000+00:00,39,
v,2011-10-1913:20:03.000000000+00:00,10809,173730,W_Validerenaanvraag,2011-10-1913:20:05.000000000+00:00,40,
v,2011-10-1913:20:05.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:23:54.000000000+00:00,41,
v,2011-10-1913:23:54.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:32:57.000000000+00:00,42,
v,2011-10-1913:32:57.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:34:34.000000000+00:00,43,
v,2011-10-1913:34:34.000000000+00:00,No_resource,173730,W_Nabellenincompletedossiers,2011-10-1913:36:44.000000000+00:00,44,
v,2011-10-1913:36:44.000000000+00:00,11122,173730,W_Nabellenincompletedossiers,2011-10-1918:55:05.000000000+00:00,45,
e,,,173730,START__A_SUBMITTED,,1,2
e,,,173730,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173730,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173730,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,10,11
e,,,173730,W_Completerenaanvraag__W_Completerenaanvraag,,11,12
e,,,173730,W_Completerenaanvraag__A_ACCEPTED,,12,13
e,,,173730,A_ACCEPTED__O_SELECTED,,13,14
e,,,173730,A_ACCEPTED__A_FINALIZED,,13,15
e,,,173730,O_SELECTED__O_CREATED,,14,16
e,,,173730,A_FINALIZED__O_CREATED,,15,16
e,,,173730,O_CREATED__O_SENT,,16,17
e,,,173730,O_SENT__W_Nabellenoffertes,,17,18
e,,,173730,W_Nabellenoffertes__W_Completerenaanvraag,,18,19
e,,,173730,W_Completerenaanvraag__W_Nabellenoffertes,,19,20
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,20,21
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,21,22
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,22,23
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,23,24
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,24,25
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,25,26
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,26,27
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,27,28
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,28,29
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,29,30
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,30,31
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,31,32
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,32,33
e,,,173730,W_Nabellenoffertes__W_Nabellenoffertes,,33,34
e,,,173730,W_Nabellenoffertes__O_SENT_BACK,,34,35
e,,,173730,O_SENT_BACK__W_Validerenaanvraag,,35,36
e,,,173730,W_Validerenaanvraag__W_Nabellenoffertes,,36,37
e,,,173730,W_Nabellenoffertes__W_Validerenaanvraag,,37,38
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,38,39
e,,,173730,W_Nabellenincompletedossiers__W_Validerenaanvraag,,39,40
e,,,173730,W_Validerenaanvraag__W_Nabellenincompletedossiers,,40,41
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,41,42
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,42,43
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,43,44
e,,,173730,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,44,45
,,,,,,,
XP,,,,,,,
v,2011-10-0113:01:57.000000000+00:00,No_resource,173736,START,2011-10-0113:01:57.000000000+00:00,1,
v,2011-10-0113:01:57.000000000+00:00,112,173736,A_SUBMITTED,2011-10-0113:01:58.000000000+00:00,2,
v,2011-10-0113:01:58.000000000+00:00,112,173736,A_PARTLYSUBMITTED,2011-10-0113:01:59.000000000+00:00,3,
v,2011-10-0113:01:59.000000000+00:00,112,173736,A_PREACCEPTED,2011-10-0113:02:44.000000000+00:00,4,
v,2011-10-0113:02:44.000000000+00:00,112,173736,W_Completerenaanvraag,2011-10-0113:02:44.000000000+00:00,5,
v,2011-10-0113:02:44.000000000+00:00,11019,173736,W_Completerenaanvraag,2011-10-0115:25:56.000000000+00:00,6,
v,2011-10-0115:25:56.000000000+00:00,11019,173736,W_Completerenaanvraag,2011-10-0115:40:09.000000000+00:00,7,
v,2011-10-0115:40:09.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0115:49:16.000000000+00:00,8,
v,2011-10-0115:49:16.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0115:55:45.000000000+00:00,9,
v,2011-10-0115:55:45.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0115:56:00.000000000+00:00,10,
v,2011-10-0115:56:00.000000000+00:00,11203,173736,A_ACCEPTED,2011-10-0116:00:15.000000000+00:00,11,
v,2011-10-0116:00:15.000000000+00:00,11203,173736,A_FINALIZED,2011-10-0116:05:26.000000000+00:00,12,
v,2011-10-0116:00:15.000000000+00:00,11203,173736,O_SELECTED,2011-10-0116:05:26.000000000+00:00,13,
v,2011-10-0116:05:26.000000000+00:00,11203,173736,O_CREATED,2011-10-0116:05:27.000000000+00:00,14,
v,2011-10-0116:05:27.000000000+00:00,11203,173736,O_SENT,2011-10-0116:05:27.000000000+00:00,15,
v,2011-10-0116:05:27.000000000+00:00,11203,173736,W_Nabellenoffertes,2011-10-0116:05:27.000000000+00:00,16,
v,2011-10-0116:05:27.000000000+00:00,11203,173736,W_Completerenaanvraag,2011-10-0116:05:28.000000000+00:00,17,
v,2011-10-0116:05:28.000000000+00:00,10982,173736,W_Nabellenoffertes,2011-10-0412:56:41.000000000+00:00,18,
v,2011-10-0412:56:41.000000000+00:00,10982,173736,O_SELECTED,2011-10-0412:59:20.000000000+00:00,19,
v,2011-10-0412:59:20.000000000+00:00,10982,173736,O_CANCELLED,2011-10-0412:59:20.000000000+00:00,20,
v,2011-10-0412:59:20.000000000+00:00,10982,173736,O_CREATED,2011-10-0412:59:21.000000000+00:00,21,
v,2011-10-0412:59:21.000000000+00:00,10982,173736,O_SENT,2011-10-0412:59:21.000000000+00:00,22,
v,2011-10-0412:59:21.000000000+00:00,10982,173736,W_Nabellenoffertes,2011-10-0412:59:21.000000000+00:00,23,
v,2011-10-0412:59:21.000000000+00:00,10982,173736,W_Nabellenoffertes,2011-10-0412:59:22.000000000+00:00,24,
v,2011-10-0412:59:22.000000000+00:00,10899,173736,W_Nabellenoffertes,2011-10-1013:33:49.000000000+00:00,25,
v,2011-10-1013:33:49.000000000+00:00,10899,173736,O_SENT_BACK,2011-10-1013:33:58.000000000+00:00,26,
v,2011-10-1013:33:58.000000000+00:00,10899,173736,W_Validerenaanvraag,2011-10-1013:33:58.000000000+00:00,27,
v,2011-10-1013:33:58.000000000+00:00,10899,173736,W_Nabellenoffertes,2011-10-1013:34:00.000000000+00:00,28,
v,2011-10-1013:34:00.000000000+00:00,10138,173736,W_Validerenaanvraag,2011-10-1310:30:56.000000000+00:00,29,
v,2011-10-1310:30:56.000000000+00:00,10138,173736,W_Nabellenincompletedossiers,2011-10-1310:49:07.000000000+00:00,30,
v,2011-10-1310:49:07.000000000+00:00,10138,173736,W_Validerenaanvraag,2011-10-1310:49:09.000000000+00:00,31,
v,2011-10-1310:49:09.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1310:58:34.000000000+00:00,32,
v,2011-10-1310:58:34.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:03:37.000000000+00:00,33,
v,2011-10-1311:03:37.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:04:05.000000000+00:00,34,
v,2011-10-1311:04:05.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:06:33.000000000+00:00,35,
v,2011-10-1311:06:33.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:06:53.000000000+00:00,36,
v,2011-10-1311:06:53.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1311:08:21.000000000+00:00,37,
v,2011-10-1311:08:21.000000000+00:00,11169,173736,W_Nabellenincompletedossiers,2011-10-1311:27:32.000000000+00:00,38,
v,2011-10-1311:27:32.000000000+00:00,11169,173736,O_SELECTED,2011-10-1311:36:52.000000000+00:00,39,
v,2011-10-1311:36:52.000000000+00:00,11169,173736,O_CANCELLED,2011-10-1311:36:52.000000000+00:00,40,
v,2011-10-1311:36:52.000000000+00:00,11169,173736,O_CREATED,2011-10-1311:36:53.000000000+00:00,41,
v,2011-10-1311:36:53.000000000+00:00,11169,173736,O_SENT,2011-10-1311:36:53.000000000+00:00,42,
v,2011-10-1311:36:53.000000000+00:00,11169,173736,W_Nabellenincompletedossiers,2011-10-1311:36:53.000000000+00:00,43,
v,2011-10-1311:36:53.000000000+00:00,11169,173736,W_Nabellenincompletedossiers,2011-10-1311:36:55.000000000+00:00,44,
v,2011-10-1311:36:55.000000000+00:00,No_resource,173736,W_Nabellenincompletedossiers,2011-10-1312:14:36.000000000+00:00,45,
e,,,173736,START__A_SUBMITTED,,1,2
e,,,173736,A_SUBMITTED__A_PARTLYSUBMITTED,,2,3
e,,,173736,A_PARTLYSUBMITTED__A_PREACCEPTED,,3,4
e,,,173736,A_PREACCEPTED__W_Completerenaanvraag,,4,5
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,5,6
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,6,7
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,7,8
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,8,9
e,,,173736,W_Completerenaanvraag__W_Completerenaanvraag,,9,10
e,,,173736,W_Completerenaanvraag__A_ACCEPTED,,10,11
e,,,173736,A_ACCEPTED__A_FINALIZED,,11,12
e,,,173736,A_ACCEPTED__O_SELECTED,,11,13
e,,,173736,A_FINALIZED__O_CREATED,,12,14
e,,,173736,O_SELECTED__O_CREATED,,13,14
e,,,173736,O_CREATED__O_SENT,,14,15
e,,,173736,O_SENT__W_Nabellenoffertes,,15,16
e,,,173736,W_Nabellenoffertes__W_Completerenaanvraag,,16,17
e,,,173736,W_Completerenaanvraag__W_Nabellenoffertes,,17,18
e,,,173736,W_Nabellenoffertes__O_SELECTED,,18,19
e,,,173736,O_SELECTED__O_CANCELLED,,19,20
e,,,173736,O_CANCELLED__O_CREATED,,20,21
e,,,173736,O_CREATED__O_SENT,,21,22
e,,,173736,O_SENT__W_Nabellenoffertes,,22,23
e,,,173736,W_Nabellenoffertes__W_Nabellenoffertes,,23,24
e,,,173736,W_Nabellenoffertes__W_Nabellenoffertes,,24,25
e,,,173736,W_Nabellenoffertes__O_SENT_BACK,,25,26
e,,,173736,O_SENT_BACK__W_Validerenaanvraag,,26,27
e,,,173736,W_Validerenaanvraag__W_Nabellenoffertes,,27,28
e,,,173736,W_Nabellenoffertes__W_Validerenaanvraag,,28,29
e,,,173736,W_Validerenaanvraag__W_Nabellenincompletedossiers,,29,30
e,,,173736,W_Nabellenincompletedossiers__W_Validerenaanvraag,,30,31
e,,,173736,W_Validerenaanvraag__W_Nabellenincompletedossiers,,31,32
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,32,33
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,33,34
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,34,35
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,35,36
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,36,37
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,37,38
e,,,173736,W_Nabellenincompletedossiers__O_SELECTED,,38,39
e,,,173736,O_SELECTED__O_CANCELLED,,39,40
e,,,173736,O_CANCELLED__O_CREATED,,40,41
e,,,173736,O_CREATED__O_SENT,,41,42
e,,,173736,O_SENT__W_Nabellenincompletedossiers,,42,43
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,43,44
e,,,173736,W_Nabellenincompletedossiers__W_Nabellenincompletedossiers,,44,45
,,,,,,,
XP,,,,,,,
v,2011-10-0113:12:57.000000000+00:00,No_resource,173739,START,2011-10-0113:12:57.000000000+00:00,1,
v,2011-10-0113:12:57.000000000+00:00,112,173739,A_SUBMITTED,2011-10-0113:12:58.000000000+00:00,2,
v,2011-10-0113:12:58.000000000+00:00,112,173739,A_PARTLYSUBMITTED,2011-10-0113:12:58.000000000+00:00,3,
v,2011-10-0113:12:58.000000000+00:00,112,173739,A_PREACCEPTED,2011-10-0113:13:42.000000000+00:00,4,
v,2011-10-0113:13:42.000000000+00:00,112,173739,W_Completerenaanvraag,2011-10-0113:13:42.000000000+00:00,5,
v,2011-10-0113:13:42.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:26:10.000000000+00:00,6,
v,2011-10-0115:26:10.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:27:27.000000000+00:00,7,
v,2011-10-0115:27:27.000000000+00:00,No_resource,173739,W_Completerenaanvraag,2011-10-0115:39:44.000000000+00:00,8,
v,2011-10-0115:39:44.000000000+00:00,No_resource,173739,W_Completerenaanvraag,2011-10-0115:42:01.000000000+00:00,9,
v,2011-10-0115:42:01.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:44:57.000000000+00:00,10,
v,2011-10-0115:44:57.000000000+00:00,11000,173739,A_ACCEPTED,2011-10-0115:54:11.000000000+00:00,11,
v,2011-10-0115:54:11.000000000+00:00,11000,173739,O_SELECTED,2011-10-0115:56:39.000000000+00:00,12,
v,2011-10-0115:54:11.000000000+00:00,11000,173739,A_FINALIZED,2011-10-0115:56:39.000000000+00:00,13,
v,2011-10-0115:56:39.000000000+00:00,11000,173739,O_CREATED,2011-10-0115:56:40.000000000+00:00,14,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,O_SENT,2011-10-0115:56:40.000000000+00:00,15,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0115:56:40.000000000+00:00,16,
v,2011-10-0115:56:40.000000000+00:00,11000,173739,W_Completerenaanvraag,2011-10-0115:56:43.000000000+00:00,17,
v,2011-10-0115:56:43.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0116:00:15.000000000+00:00,18,
v,2011-10-0116:00:15.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0116:00:21.000000000+00:00,19,
v,2011-10-0116:00:21.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0815:27:11.000000000+00:00,20,
v,2011-10-0815:27:11.000000000+00:00,11000,173739,W_Nabellenoffertes,2011-10-0815:32:48.000000000+00:00,21,
v,2011-10-0815:32:48.000000000+00:00,No_resource,173739,W_Nabellenoffertes,2011-10-1110:18:32.000000000+00:00,22,
v,2011-10-1110:18:32.000000000+00:00,11029,173739,O_SENT_BACK,2011-10-1110:19:12.000000000+00:00,23,
v,2011-10-1110:19:12.000000000+00:00,No_resource,173739,W_Validerenaanvraag,2011-10-1110:19:12.000000000+00:00,24,
v,2011-10-1110:19:12.000000000+00:00,No_resource,173739,W_Nabellenoffertes,2011-10-1110:19:14.000000000+00:00,25,
v,2011-10-1110:19:14.000000000+00:00,10609,173739,W_Validerenaanvraag,2011-10-1312:56:47.000000000+00:00,26,
v,2011-10-1312:56:47.000000000+00:00,10609,173739,W_Validerenaanvraag,2011-10-1313:12:26.000000000+00:00,27,
v,2011-10-1313:12:26.000000000+00:00,10629,173739,W_Validerenaanvraag,2011-10-1314:30:14.000000000+00:00,28,
v,2011-10-1314:30:14.000000000+00:00,10629,173739,W_Nabellenincompletedossiers,2011-10-1315:04:17.000000000+00:00,29,
v,2011-10-1315:04:17.000000000+00:00,10629,173739,W_Validerenaanvraag,2011-10-1315:04:19.000000000+00:00,30,
v,2011-10-1315:04:19.000000000+00:00,10939,173739,W_Nabellenincompletedossiers,2011-10-1319:54:43.000000000+00:00,31,
